,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
130,222100,Longonot,Kenya,Africa and Red Sea,Stratovolcano,Eruption Dated,1863 CE,-0.914,36.446,2776,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
131,222110,Suswa,Kenya,Africa and Red Sea,Shield,Evidence Credible,Unknown,-1.151,36.357,2356,Phonolite,Rift Zone / Continental Crust (>25 km),Other country,Shield,2000m--3000m,2
132,222120,"Lengai, Ol Doinyo",Tanzania,Africa and Red Sea,Stratovolcano,Eruption Observed,2013 CE,-2.764,35.914,2962,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
133,222130,Chyulu Hills,Kenya,Africa and Red Sea,Volcanic field,Eruption Dated,1855 CE,-2.68,37.88,2188,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
134,222150,Kilimanjaro,Tanzania,Africa and Red Sea,Stratovolcano,Evidence Credible,Unknown,-3.07,37.35,5895,Phonolite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,2
135,222160,Meru,Tanzania,Africa and Red Sea,Stratovolcano,Eruption Observed,1910 CE,-3.25,36.75,4565,Phonolite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
136,222161,Igwisi Hills,Tanzania,Africa and Red Sea,Pyroclastic cone(s),Eruption Dated,10450 BCE,-4.889,31.933,1146,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
137,222164,Ngozi,Tanzania,Africa and Red Sea,Caldera,Eruption Dated,1450 CE,-8.989,33.554,2614,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
138,222166,Rungwe,Tanzania,Africa and Red Sea,Stratovolcano,Eruption Dated,1250 CE,-9.135,33.668,2953,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
139,222170,Kyejo,Tanzania,Africa and Red Sea,Stratovolcano,Eruption Observed,1800 CE,-9.229,33.792,2176,Trachyte / Trachydacite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
141,223001,Fort Portal,Uganda,Africa and Red Sea,Tuff cone(s),Eruption Dated,2120 BCE,0.7,30.25,1615,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
142,223002,Kyatwa,Uganda,Africa and Red Sea,Tuff cone(s),Evidence Uncertain,Unknown,0.45,30.25,1430,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
143,223003,Katwe-Kikorongo,Uganda,Africa and Red Sea,Tuff cone(s),Evidence Credible,Unknown,-0.08,29.92,1067,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
144,223004,Bunyaruguru,Uganda,Africa and Red Sea,Maar(s),Evidence Credible,Unknown,-0.2,30.08,1554,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
145,223005,Katunga,Uganda,Africa and Red Sea,Tuff cone,Evidence Credible,Unknown,-0.471,30.191,1707,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
146,223020,Nyamuragira,DR Congo,Africa and Red Sea,Shield,Eruption Observed,2015 CE,-1.408,29.2,3058,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Other country,Shield,3000m--4000m,2
147,223030,Nyiragongo,DR Congo,Africa and Red Sea,Stratovolcano,Eruption Observed,2016 CE,-1.52,29.25,3470,Foidite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
148,223040,Karisimbi,DR Congo-Rwanda,Africa and Red Sea,Stratovolcano,Eruption Dated,8050 BCE,-1.506,29.45,4490,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
149,223050,Visoke,DR Congo-Rwanda,Africa and Red Sea,Stratovolcano,Eruption Observed,1957 CE,-1.458,29.485,3696,Trachyandesite / Basaltic Trachyandesite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
150,223060,Muhavura,Uganda-Rwanda,Africa and Red Sea,Stratovolcano,Evidence Credible,Unknown,-1.383,29.678,4103,Trachybasalt / Tephrite Basanite,Rift Zone / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,2
151,223070,Bufumbira,Uganda,Africa and Red Sea,Pyroclastic cone(s),Evidence Uncertain,Unknown,-1.23,29.72,2440,Phono-tephrite /  Tephri-phonolite,Rift Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
152,223080,Tshibinda,DR Congo,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,-2.32,28.75,1460,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
153,224002,San Carlos,Equatorial Guinea,Africa and Red Sea,Shield,Evidence Credible,Unknown,3.35,8.52,2260,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,2000m--3000m,1
154,224003,San Joaquin,Equatorial Guinea,Africa and Red Sea,Shield,Evidence Credible,Unknown,3.35,8.63,2009,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,2000m--3000m,1
155,224004,Santa Isabel,Equatorial Guinea,Africa and Red Sea,Shield,Eruption Observed,1923 CE,3.58,8.75,3007,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,3000m--4000m,1
156,224010,Cameroon,Cameroon,Africa and Red Sea,Stratovolcano,Eruption Observed,2000 CE,4.203,9.17,4095,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,1
157,224011,Tombel Graben,Cameroon,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,4.758,9.717,500,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
158,224030,Oku Volcanic Field,Cameroon,Africa and Red Sea,Stratovolcano,Evidence Uncertain,Unknown,6.25,10.5,3011,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
161,225001,Todra Volcanic Field,Niger,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,17.68,8.5,1780,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
164,225004,Tahalra Volcanic Field,Algeria,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,22.67,5,1467,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
165,225005,Atakor Volcanic Field,Algeria,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,23.33,5.83,2918,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
166,225006,Manzaz Volcanic Field,Algeria,Africa and Red Sea,Pyroclastic cone(s),Evidence Credible,Unknown,23.92,5.83,1672,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
168,225010,"Tousside, Tarso",Chad,Africa and Red Sea,Stratovolcano,Evidence Credible,Unknown,21.03,16.45,3265,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
169,225020,"Voon, Tarso",Chad,Africa and Red Sea,Stratovolcano,Unrest / Holocene,Unknown,20.92,17.28,3100,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
170,225021,"Koussi, Emi",Chad,Africa and Red Sea,Pyroclastic shield,Evidence Credible,Unknown,19.8,18.53,3415,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Other type,3000m--4000m,1
171,225030,"Marra, Jebel",Sudan,Africa and Red Sea,Volcanic field,Eruption Dated,2000 BCE,12.95,24.27,3042,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,3000m--4000m,1
174,225060,Bayuda Volcanic Field,Sudan,Africa and Red Sea,Pyroclastic cone(s),Eruption Dated,850 CE,18.33,32.75,670,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
175,230010,Sharat Kovakab,Syria,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,36.53,40.85,534,Basalt / Picro-Basalt,Rift Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
177,231001,Harrat Ash Shamah,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1850 CE,32.333,37.583,1100,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
178,231010,"Rahah, Harrat ar",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,27.8,36.17,1950,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
179,231020,"Uwayrid, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Dated,640 CE,27.08,37.25,1920,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
180,231040,"Lunayyir, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1000 CE,25.17,37.75,1370,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
181,231050,"Ithnayn, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,26.58,40.2,1625,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
182,231060,"Khaybar, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,650 CE,25,39.92,2093,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
183,231070,"Rahat, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1256 CE,23.08,39.78,1744,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
184,231071,"Kishb, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,22.8,41.38,1475,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
185,231072,"Birk, Harrat al",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,18.37,41.63,587,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
186,231080,"Yar, Jabal",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1810 CE,17.05,42.83,305,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
187,231090,"Arhab, Harra of",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,500 CE,15.63,44.08,3100,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,3000m--4000m,1
188,231100,"Marha, Jabal el-",Yemen,Middle East and Indian Ocean,Tuff cone,Evidence Uncertain,Unknown,15.245,44.236,2506,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
189,231110,"Haylan, Jabal",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Dated,1200 BCE,15.4,45.1,1550,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
190,231120,"Dhamar, Harras of",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1937 CE,14.57,44.67,3500,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,3000m--4000m,1
191,231160,"Sawad, Harra Es-",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1253 CE,13.58,46.12,1737,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
192,231170,"Bal Haf, Harra of",Yemen,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,14.067,48.3,604,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
194,232001,Sahand,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,37.75,46.43,3707,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
195,232002,Sabalan,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,38.268,47.835,4784,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,4000m--5000m,1
196,232010,Damavand,Iran,Middle East and Indian Ocean,Stratovolcano,Eruption Dated,5350 BCE,35.951,52.109,5670,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,5000m--6000m,1
198,232030,Bazman,Iran,Middle East and Indian Ocean,Stratovolcano,Unrest / Holocene,Unknown,28.07,60,3490,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
199,232040,Kuh-e Nader,Iran,Middle East and Indian Ocean,Volcanic field,Evidence Uncertain,Unknown,28.17,60.67,1500,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
200,232050,Taftan,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,28.6,61.13,3940,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,1
201,233001,"Grille, La",Comoros,Middle East and Indian Ocean,Shield,Evidence Credible,Unknown,-11.47,43.33,1087,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,1000m--2000m,2
202,233005,Mayotte Island,France,Middle East and Indian Ocean,Shield,Eruption Dated,2050 BCE,-12.83,45.17,660,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
203,233010,Karthala,Comoros,Middle East and Indian Ocean,Shield,Eruption Observed,2007 CE,-11.75,43.38,2361,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,2000m--3000m,2
204,233011,Ambre-Bobaomby,Madagascar,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,-12.6,49.15,1475,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
205,233012,Nosy-Be,Madagascar,Middle East and Indian Ocean,Pyroclastic cone(s),Evidence Credible,Unknown,-13.32,48.48,214,Foidite,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
206,233013,Ankaizina Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone(s),Evidence Credible,Unknown,-14.3,48.67,2878,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
207,233014,Itasy Volcanic Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone(s),Eruption Dated,6050 BCE,-19,46.77,1800,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
208,233015,Ankaratra Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone(s),Evidence Credible,Unknown,-19.4,47.2,2644,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,2
209,233020,"Fournaise, Piton de la",France,Middle East and Indian Ocean,Shield,Eruption Observed,2016 CE,-21.244,55.708,2632,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,2000m--3000m,2
210,234000,Boomerang Seamount,France,Middle East and Indian Ocean,Submarine,Eruption Dated,1995 CE,-37.721,77.825,-650,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
211,234001,Amsterdam Island,France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-37.83,77.52,881,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
212,234002,St. Paul,France,Middle East and Indian Ocean,Stratovolcano,Eruption Observed,1793 CE,-38.72,77.53,268,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
213,234010,Heard,Australia,Middle East and Indian Ocean,Stratovolcano,Eruption Observed,2016 CE,-53.106,73.513,2745,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km),Other country,Stratovolcano,2000m--3000m,2
214,234011,McDonald Islands,Australia,Middle East and Indian Ocean,Complex,Eruption Observed,2005 CE,-53.03,72.6,230,Phonolite,Intraplate / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,2
215,234020,Kerguelen Islands,France,Middle East and Indian Ocean,Stratovolcano(es),Evidence Uncertain,Unknown,-49.58,69.5,1840,Trachyandesite / Basaltic Trachyandesite,Intraplate / Oceanic Crust (< 15 km),Other country,Stratovolcano(es),1000m--2000m,2
216,234030,"Est, Ile de l'",France,Middle East and Indian Ocean,Stratovolcano,Evidence Uncertain,Unknown,-46.43,52.2,1090,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,2
217,234040,"Possession, Ile de la",France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-46.42,51.75,934,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
218,234050,"Cochons, Ile aux",France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-46.1,50.23,775,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
219,234060,Prince Edward Island,South Africa,Middle East and Indian Ocean,Shield,Evidence Credible,Unknown,-46.63,37.95,672,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
220,234070,Marion Island,South Africa,Middle East and Indian Ocean,Shield(s),Eruption Observed,2004 CE,-46.9,37.75,1230,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,2
221,241010,Kaikohe-Bay of Islands,New Zealand,New Zealand to Fiji,Volcanic field,Eruption Dated,400 CE,-35.3,173.9,388,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
222,241011,Whangarei,New Zealand,New Zealand to Fiji,Pyroclastic cone(s),Evidence Uncertain,Unknown,-35.75,174.27,397,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
223,241020,Auckland Field,New Zealand,New Zealand to Fiji,Volcanic field,Eruption Dated,1350 CE,-36.9,174.87,260,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
224,241021,Mayor Island,New Zealand,New Zealand to Fiji,Shield,Eruption Dated,5060 BCE,-37.28,176.25,355,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Shield,0m--1000m,2
225,241030,Taranaki [Egmont],New Zealand,New Zealand to Fiji,Stratovolcano,Eruption Observed,1854 CE,-39.3,174.07,2518,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
226,241040,White Island,New Zealand,New Zealand to Fiji,Stratovolcano(es),Eruption Observed,2016 CE,-37.52,177.18,321,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),0m--1000m,2
227,241050,Okataina,New Zealand,New Zealand to Fiji,Lava dome(s),Eruption Observed,1981 CE,-38.12,176.5,1111,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
228,241060,Reporoa,New Zealand,New Zealand to Fiji,Caldera,Eruption Dated,1180 CE,-38.42,176.33,592,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
